answer,label
I avoid the most important task by keep doing easy small thing and then at end of day I have not done the real work.,0
I argue with everyone who have different opinion instead of listening and now my friend not want to discuss with me.,0
I stopped using the word busy to describe my schedule and instead started describing what I was actually working on and why.,1
She write very long email for simple matter and people not reading it full and miss the action point at the end.,0
He start a business without planning and he run out of money after two month because he not calculate the cost correctly.,0
"I practiced saying I do not know without adding unnecessary apology, and found that people trusted my confident answers more afterward.",1
He train every day for one month but he not sleeping enough and eating wrong so he getting weaker instead of stronger.,0
He arrive to new job with big attitude and not willing to learn because he think he already knowing everything important.,0
I became consistent at returning messages within the same day and found that reliability is one of the most underrated professional skills.,1
I became better at estimating how long tasks would take by tracking the gap between my estimates and reality for three months.,1
"I noticed I was the only one asking follow-up questions in meetings, and eventually others started doing the same.",1
My love for mathematics started in middle school when a teacher showed us how patterns in numbers were actually beautiful.,1
"I treated every small task as an opportunity to demonstrate character, knowing that no one is watching most carefully during the easy moments.",1
I operate from assumption that my approach is correct and not genuinely test my thinking against alternative view.,0
He not updating his skill for many year and then realize the industry move on and now he have skill no one is needing.,0
She not prepare answer for common interview question even though she know they will be ask and she struggle badly.,0
He keep all his knowledge in his head and when he leave project no one know how to continue what he was doing.,0
I not building relationship at work because I think only result matter but then I have no support when I face difficulty.,0
"I took complex problems to the people closest to them rather than those highest above them, and the solutions I found were much more practical.",1
I want to be more organize but every time I try to make a schedule I not stick to it and give up after few day.,0
"I got the right answer on a test using the wrong method, and my teacher caught it, which taught me about mathematical honesty.",1
I get the rejection and take it very personally and tell friend that the company is bad even though I not perform well.,0
"I noticed that my best ideas often came on walks, and started scheduling short walks specifically before problems that required creative thinking.",1
"I started measuring the cost of not deciding as carefully as I measured the cost of deciding, and made significantly fewer avoidable delays.",1
I found that teaching a concept I had just learned was the fastest way to discover whether I had genuinely understood it.,1
"I decided to become the kind of professional I would want to work with, and used that standard to guide every decision I made.",1
She submit work that not match the brief because she not reread the requirement after one week into the task.,0
I recognized when a conversation had shifted from productive to unproductive and had the skill to redirect it without creating tension.,1
She not verify her understanding of expectation before starting and only discover misalignment at the end of the work.,0
I not invest in relationship at workplace and find that when I need support during hard time no one is available for help.,0
She give estimate that too optimistic to look good and then consistently failing to deliver on her own projection.,0
I skip the part I not understand and hope it not important but then it come in exam and I have no idea about it.,0
"I made it a rule to follow through on at least one idea per week from a brainstorm, rather than letting all ideas remain just ideas.",1
"Budgeting felt restrictive at first, but I eventually realized it was actually giving me more freedom by reducing financial stress.",1
I agreeing with plan in meeting but then complain about it to colleague later instead of raising my concern in the room.,0
She send the report to wrong person and the confidential information go to someone who not supposed to see it.,0
I find it satisfying to trace a complex proof all the way back to its axioms and understand every step along the way.,1
I lose track of outstanding task because I not keeping organized system and thing fall through crack regularly.,0
I come to negotiation without understanding other side perspective and make demand that not consider their constraint.,0
I discovered that explaining my thinking out loud during problem-solving led to solutions I would not have found through silent reflection.,1
I not give enough context in handover when leaving task for colleague and they have to ask many follow-up question.,0
I got feedback that I talked too much in meetings and I started counting my contributions and making each one more substantial.,1
I identified that I was the bottleneck in a workflow and proactively reorganized my priorities to unblock the rest of the team.,1
"I learn best by doing, not by reading, and it took me years of struggling to finally accept and design my learning around that.",1
"I spent time learning the context behind a decision before criticizing it, and that context completely changed my perspective.",1
I treated every piece of negative feedback as a clue about what to improve next rather than as a judgment of my worth.,1
"I sought out people who disagreed with me and found that the conversations, though sometimes uncomfortable, made my thinking sharper.",1
I accept the first job offer without negotiating because I too scare to ask for more and regret it for many month.,0
She take very long to make decision because she fear making mistake and the delay itself is causing real problem.,0
She give inconsistent answer to same question asked by different people and create confusion across the team.,0
She volunteer once but then stop because she not seeing immediate result and think her effort not making any difference.,0
I wait for motivation to start important work instead of realizing that starting is what create the motivation to continue.,0
I not track my spending and then at end of month I confuse where all my money go and I have nothing saving.,0
"I dedicated one day a month to learning something with no immediate practical application, trusting that curiosity had its own return.",1
I not speak up in meeting because I afraid my idea is stupid and then someone else say the same thing and get the credit.,0
I not setting boundary at work and everyone keep adding task to me and I too tire to do anything properly anymore.,0
I forget to check if my visa is valid for the country I visiting and immigration officer stop me at the border entry.,0
He not doing the pre-reading before the training and then ask basic question that was cover in material they send.,0
"I stopped waiting until I felt ready and started acting first, and confidence followed the action rather than preceding it.",1
I bake when I am stressed because it requires focus and the reward at the end is always something I can share with others.,1
"I prefer to understand why code works rather than just copying it, even if that takes more time initially.",1
I started each new relationship at work by asking what mattered most to the other person rather than explaining what mattered to me.,1
I solved a problem three different ways just to make sure I truly understood it and was not getting lucky with one method.,1
I found that the willingness to begin before feeling ready was the defining characteristic of most people who achieved meaningful things.,1
He allow conflict to go unresolved for too long and what could been simple conversation become entrenched situation.,0
He spend too much time explaining background and not enough time on the actual question people need answer to.,0
He set too many goal at same time and he not achieving any of them and then he feel very disappoint in himself.,0
I not build psychological safety in team and people afraid to share bad news and problem emerge late and very large.,0
"I made time to properly close out a completed project before starting the next one, and it reduced the mental residue I carried forward.",1
I give very vague instruction to my team and then frustrated when they not doing exactly what I have in my mind.,0
"I learned to pause before responding in difficult conversations, and that small habit changed the quality of nearly every outcome.",1
He not testing his code before submit and there are many bug in it and he get very bad mark for it.,0
"I defined what success meant to me personally rather than borrowing someone else's definition, and that clarity changed how I made decisions.",1
He respond to critique with counter-critique instead of considering the feedback on its own merit before defending himself.,0
"I started my day with the one task I was most likely to avoid, and finishing it early set a productive tone for everything that followed.",1
"I realized I was learning faster in environments where I was slightly overwhelmed, so I started seeking those more deliberately.",1
I spend too much money in the first week of the month and then I have not enough for the rest of month after that.,0
I not share my reasoning when I give direction and team not buy in because they do not understand the why.,0
I want to improve but every time someone give me feedback I become defensive and not actually listening to what they say.,0
I present result without context and audience draw wrong conclusion that I then have to spend time correcting.,0
I apologized for something I had been avoiding for months and the relief on both sides was immediate and genuinely healing.,1
I not respect colleague preferred method of communicate and keep calling when they clearly prefer message instead.,0
"Gaming taught me how to fail quickly, analyze what went wrong, and try again immediately without emotional attachment to the failure.",1
I spend money on in-game purchase without thinking and then realize I spend more than I can afford in one month.,0
He not owning his mistake and instead give many reason why it not really his fault and people lose respect for him.,0
She not following the recipe correct and add too much salt and then try to fix it by adding more ingredient but make it worse.,0
"I acknowledged when I was wrong and changed my position based on new information, and people described me as intellectually honest.",1
"A customer yelled at me once over something that was not my fault, and I chose to stay calm and solve the problem anyway.",1
I not acknowledge when I not understand and nod along in meeting and then produce completely irrelevant output.,0
I speak the foreign language but I make grammatical error and native speaker correct me and I feel very shame.,0
"I wrote down three things I was grateful for every morning for sixty days, and the effect on my outlook was genuinely measurable.",1
"One teacher told me I had potential when I was at my lowest point academically, and I have never forgotten what that did for me.",1
"I played badly in my first competitive match because I was so nervous, but I stayed on the team and eventually improved significantly.",1
"I gave an honest performance review that I knew the person would not enjoy hearing, and they thanked me for it three months later.",1
"I found a more efficient way to do a repetitive task, documented it, and shared it with the team, saving everyone time.",1
I push myself very hard during exam and then I burn out and cannot do anything for one week after it finish.,0
I not adapt to changing context and keep doing what always work before even when situation clearly call for new approach.,0
I reading the document wrong because I rush and now I answer the wrong question and waste everyone time in meeting.,0
"I invested time in understanding the goals of my stakeholders before proposing a solution, and the alignment I achieved was remarkable.",1
"I failed my first probability exam badly, but I went to every office hour after that and passed the final with confidence.",1
"I separated the problem from the person when giving feedback, and the response I received was openness rather than defensiveness.",1
I not surface problem until it already crisis and then come to manager with urgency that could been avoid completely.,0
He copy the code from internet but not understanding what it do and when teacher ask him he cannot explain nothing.,0
"I learned that most angry customers are not angry at me personally, and that reframe made every difficult interaction easier.",1
He take negative feedback to his manager instead of addressing it directly with the person who give it.,0
I redesigned my morning routine around what actually made me productive rather than what the productivity advice online suggested.,1
She share confidential information in casual conversation not realizing the damage it cause until it already spread out.,0
She not listen to end of instruction before starting and then do only part of what was ask and have to redo it.,0
I contributed to an open-source project for the first time last year and it felt like joining a much bigger community.,1
I leave important item for last minute and then find it more complex than expect and miss the whole deadline.,0
"I built a small to-do app on my own last month, and even though it was simple, it gave me a real confidence boost.",1
He promise his team he will deliver on Friday and then go silent and not tell anyone when he realize he cannot finish.,0
"I had a difficult conversation with my father about my career choices, and approaching it with empathy made all the difference.",1
"My first pull request had fifteen review comments, and that was honestly a humbling but very educational experience.",1
I apply solution that work last time to different problem without checking if it actually appropriate this time.,0
I took on a role I did not feel fully qualified for and treated the discomfort as signal that I was growing.,1
"I put effort into the relationships that were already good, not just the ones that needed repair, and they became genuinely strong.",1
He not build any relationship with stakeholder before needing their support and find they not responsive to him.,0
She make assumption about what client want without asking and spend a week building the wrong thing completely.,0
I feel very stress but I not talk to anyone about it because I not want to burden others with my own problem.,0
"I completed an online certification to fill a gap in my technical skills, not because anyone asked me to, but because I identified the gap myself.",1
I not update my working hours when they change and colleague keep try to reach me at time I am not available.,0
I not communicate when my capacity is full and take on more work that then all get done poorly and late.,0
He ghost people who ask him for collaboration and then wonder why no one reach out to him for opportunity anymore.,0
"I developed the habit of reaching out to someone I had lost touch with every week, and those reconnections consistently added value.",1
"I used to avoid conflict entirely, but I have learned that addressing issues directly and calmly prevents far bigger problems later.",1
I took every client complaint seriously as a piece of free market research about how to improve.,1
He not stay curious about his team need and assume his past experience tell him what they require without asking.,0
"I kept the commitments I made to myself with the same reliability I kept commitments to others, and my self-respect grew steadily.",1
I not communicate my progress during long project and stakeholder become anxious and start micromanaging me.,0
"My professor once told me that being comfortable with being confused is a necessary skill in mathematics, and she was right.",1
"I ran a small experiment before committing to a major change, which gave me confidence that the new approach was actually better.",1
I read the documentation many time but I still not understand how to using this library in correct way.,0
I not say when I misunderstand instruction because I embarrass and produce wrong output that cost everyone time.,0
I started waking up one hour earlier each day and that single change gave me time for habits that changed everything else.,1
I ignore small signal that something going wrong until it become big crisis that is now much harder to fix.,0
She send mixed signal to her team by saying one thing in meeting and then doing differently in her own work.,0
I not prepare for difficult question before presentation and get caught off guard in front of important audience.,0
I made it a rule never to complain about something I had not first tried to change through direct and constructive action.,1
"Reading peer-reviewed papers is still challenging for me, but I have developed a method for breaking them down systematically.",1
"I ran an experiment by changing one variable at a time in my workflow, and found the improvement I was looking for within a month.",1
I deliberately practiced the skill I was weakest at rather than spending all my time reinforcing what I was already good at.,1
"I once oversold my experience in an interview and had to learn a skill very quickly in the first week, which taught me honesty.",1
She take feedback as personal attack and respond defensively and the person giving it stop trying to help her.,0
"I stayed two hours past my shift to help a customer resolve a complicated issue, and they wrote a letter to my manager about it.",1
"I simplified my goals until each one could be stated in a single clear sentence, and found I pursued them with far more focus.",1
"I treated every new skill as an investment that would compound, even when the immediate return was not obvious.",1
She deploy the wrong version and the website is break for two hour and she feel very embarrass in front of team.,0
I stopped multitasking during meetings and my recall of what was discussed and decided improved significantly.,1
She translate every sentence from her first language in her head before speaking and that making her very slow.,0
I volunteered to give feedback at every opportunity because I knew it would sharpen my own standards more than any advice I received.,1
I completed a challenging project without any external recognition and found that the internal satisfaction was entirely sufficient.,1
I not finishing my thought when I speak and people always ask me to clarify and it making conversation very slow.,0
"I rewrote a confusing email three times until it was clear, rather than sending something I knew the recipient might misunderstand.",1
I blocked time for deep work and protected it the same way I would protect a meeting with an important external stakeholder.,1
I not document decision that made verbally and then people remember different thing and conflict arise later.,0
I asked for a mentor outside my industry specifically to get perspectives I could not get from anyone within it.,1
I not align my action with what I say and team notice the gap and stop taking my stated value seriously.,0
I shadowed a colleague in a role very different from mine for a day and came away with a completely new perspective on the work.,1
He talk a lot in meeting but not saying anything useful and people starting to ignoring him when he speak.,0
"I used to quit workouts halfway through, but I have built enough discipline now that I push through even on bad days.",1
"I documented a complex process that only I knew, so that my team would not be dependent on my presence to maintain it.",1
"I learned to enjoy the process of becoming rather than fixating on arrival, and that orientation made every stage of the journey meaningful.",1
He price his service too low because he scared no one will hire him and then he working too much for too little money.,0
I compare my life to what I see online and feel like everyone doing better than me even though I know it not real life.,0
She not update her portfolio in many year and when she apply for better job she realize she have nothing recent to show.,0
"I once stayed up until three in the morning trying to center a div, and I still laugh about how frustrated I was.",1
I took on work that stretched me beyond my comfort zone and found that I grew into it faster than I had expected every single time.,1
I read the textbook but I not understanding it and I not look for other resource because I think textbook is enough.,0
I avoid the topic that make me uncomfortable and it lead to problem growing larger than if I had addressed early.,0
I developed patience for the long game by focusing on the system I was building rather than the outcome I was waiting for.,1
"I started meditating after a period of intense stress and was genuinely skeptical, but the results were measurable within weeks.",1
I asked a senior colleague how they had developed a skill I admired and they gave me an answer I could apply immediately.,1
He drink too much coffee to stay awake for study and then he cannot sleep and then he more tired than before.,0
I not practicing my answer before interview and when they ask common question I stumble and not give clear response.,0
I started journaling daily three years ago and looking back at those entries shows me a version of myself I have genuinely grown beyond.,1
She not flag that she is behind on task until the day it due and now whole team have to rush to helping her finish.,0
I not make space for other person view in conversation and come away thinking I have understanding when I actually not.,0
I not following the training plan properly because I think I know better than the coach and that is why I not improve.,0
"I spent time developing empathy for the people I worked with, and found that understanding their challenges made me more effective.",1
I maintained a running list of questions to ask every mentor I met and never wasted a meeting with someone whose time was valuable.,1
